ID,Field Name,Label,Model,Model ID,Type,Relation,Required,Readonly,Stored
28326,is_valid,"Is Valid",account.bank.statement,309,boolean,,No,Yes,No
5413,journal_id,"Journal",account.bank.statement,309,many2one,account.journal,No,Yes,Yes
5419,line_ids,"Statement lines",account.bank.statement,309,one2many,account.bank.statement.line,Yes,No,Yes
5404,name,"Reference",account.bank.statement,309,char,,No,No,Yes
28327,problem_description,"Problem Description",account.bank.statement,309,text,,No,Yes,No
5405,reference,"External Reference",account.bank.statement,309,char,,No,No,Yes
5432,write_date,"Last Updated on",account.bank.statement,309,datetime,,No,Yes,Yes
5431,write_uid,"Last Updated by",account.bank.statement,309,many2one,res.users,No,Yes,Yes
17005,access_token,"Security Token",account.bank.statement.line,310,char,,No,No,No
17004,access_url,"Portal Access URL",account.bank.statement.line,310,char,,No,Yes,No
17006,access_warning,"Access warning",account.bank.statement.line,310,text,,No,Yes,No
5439,account_number,"Bank Account Number",account.bank.statement.line,310,char,,No,No,Yes
19116,active,"Active",account.bank.statement.line,310,boolean,,No,No,No
25827,activity_calendar_event_id,"Next Activity Calendar Event",account.bank.statement.line,310,many2one,calendar.event,No,Yes,No
16999,activity_date_deadline,"Next Activity Deadline",account.bank.statement.line,310,date,,No,Yes,No
17002,activity_exception_decoration,"Activity Exception Decoration",account.bank.statement.line,310,selection,,No,Yes,No
17003,activity_exception_icon,"Icon",account.bank.statement.line,310,char,,No,Yes,No
16994,activity_ids,"Activities",account.bank.statement.line,310,one2many,mail.activity,No,No,No
16995,activity_state,"Activity State",account.bank.statement.line,310,selection,,No,Yes,No
17001,activity_summary,"Next Activity Summary",account.bank.statement.line,310,char,,No,No,No
16998,activity_type_icon,"Activity Type Icon",account.bank.statement.line,310,char,,No,Yes,No
16997,activity_type_id,"Next Activity Type",account.bank.statement.line,310,many2one,mail.activity.type,No,No,No
16996,activity_user_id,"Responsible User",account.bank.statement.line,310,many2one,res.users,No,Yes,No
25834,always_tax_exigible,"Always Tax Exigible",account.bank.statement.line,310,boolean,,No,No,No
5436,amount,"Amount",account.bank.statement.line,310,monetary,,No,No,Yes
5451,amount_currency,"Amount in Currency",account.bank.statement.line,310,monetary,,No,No,Yes
26850,amount_paid,"Amount paid",account.bank.statement.line,310,monetary,,No,Yes,No
16987,amount_residual,"Residual Amount",account.bank.statement.line,310,float,,No,Yes,Yes
17035,amount_residual_signed,"Amount Due Signed",account.bank.statement.line,310,monetary,,No,Yes,No
17030,amount_tax,"Tax",account.bank.statement.line,310,monetary,,No,Yes,No
17033,amount_tax_signed,"Tax Signed",account.bank.statement.line,310,monetary,,No,Yes,No
17031,amount_total,"Total",account.bank.statement.line,310,monetary,,No,Yes,No
25830,amount_total_in_currency_signed,"Total in Currency Signed",account.bank.statement.line,310,monetary,,No,Yes,No
17034,amount_total_signed,"Total Signed",account.bank.statement.line,310,monetary,,No,Yes,No
42074,amount_total_words,"Amount total in words",account.bank.statement.line,310,char,,No,Yes,No
17029,amount_untaxed,"Untaxed Amount",account.bank.statement.line,310,monetary,,No,Yes,No
17032,amount_untaxed_signed,"Untaxed Amount Signed",account.bank.statement.line,310,monetary,,No,Yes,No
18839,approval_ids,"Approval",account.bank.statement.line,310,one2many,account.move.approval,No,No,No
18530,asset_depreciated_value,"Cumulative Depreciation",account.bank.statement.line,310,monetary,,No,Yes,No
29779,asset_depreciation_beginning_date,"Date of the beginning of the depreciation",account.bank.statement.line,310,date,,No,No,No
18527,asset_id,"Asset",account.bank.statement.line,310,many2one,account.asset,No,No,No
18535,asset_id_display_name,"Asset Id Display Name",account.bank.statement.line,310,char,,No,Yes,No
18533,asset_ids,"Assets",account.bank.statement.line,310,one2many,account.asset,No,Yes,No
29778,asset_number_days,"Number of days",account.bank.statement.line,310,integer,,No,No,No
18529,asset_remaining_value,"Depreciable Value",account.bank.statement.line,310,monetary,,No,Yes,No
18532,asset_value_change,"Asset Value Change",account.bank.statement.line,310,boolean,,No,No,No
17730,attachment_ids,"Attachments",account.bank.statement.line,310,one2many,ir.attachment,No,No,No
17982,authorized_transaction_ids,"Authorized Transactions",account.bank.statement.line,310,many2many,payment.transaction,No,Yes,No
17040,auto_post,"Auto-post",account.bank.statement.line,310,selection,,Yes,No,No
28355,auto_post_origin_id,"First recurring entry",account.bank.statement.line,310,many2one,account.move,No,Yes,No
28354,auto_post_until,"Auto-post until",account.bank.statement.line,310,date,,No,No,No
17061,bank_partner_id,"Bank Partner",account.bank.statement.line,310,many2one,res.partner,No,Yes,No
18838,business_unit,"Business Unit",account.bank.statement.line,310,char,,No,No,No
18491,campaign_id,"Campaign",account.bank.statement.line,310,many2one,utm.campaign,No,No,No
18840,check_user,"Check User",account.bank.statement.line,310,boolean,,No,Yes,No
20157,comment,"Comment",account.bank.statement.line,310,text,,No,Yes,No
17022,commercial_partner_id,"Commercial Entity",account.bank.statement.line,310,many2one,res.partner,No,Yes,No
17020,company_currency_id,"Company Currency",account.bank.statement.line,310,many2one,res.currency,No,Yes,No
5449,company_id,"Company",account.bank.statement.line,310,many2one,res.company,No,No,No
18536,count_asset,"Count Asset",account.bank.statement.line,310,integer,,No,Yes,No
16993,country_code,"Country Code",account.bank.statement.line,310,char,,No,Yes,No
5458,create_date,"Created on",account.bank.statement.line,310,datetime,,No,Yes,Yes
5457,create_uid,"Created by",account.bank.statement.line,310,many2one,res.users,No,Yes,Yes
52812,credit_rating,"Credit Rating",account.bank.statement.line,310,selection,,No,Yes,No
29048,cron_last_check,"Cron Last Check",account.bank.statement.line,310,datetime,,No,No,Yes
5452,currency_id,"Journal Currency",account.bank.statement.line,310,many2one,res.currency,No,Yes,Yes
5435,date,"Date",account.bank.statement.line,310,date,,Yes,No,No
18853,dc_project_manager_id,"DC Project Manager",account.bank.statement.line,310,many2one,res.users,No,No,No
43275,deferred_entry_type,"Deferred Entry Type",account.bank.statement.line,310,selection,,No,Yes,No
43273,deferred_move_ids,"Deferred Entries",account.bank.statement.line,310,many2many,account.move,No,No,No
43274,deferred_original_move_ids,"Original Invoices",account.bank.statement.line,310,many2many,account.move,No,No,No
42046,delivery_date,"Delivery Date",account.bank.statement.line,310,date,,No,No,No
29780,depreciation_value,"Depreciation",account.bank.statement.line,310,monetary,,No,No,No
28367,direction_sign,"Direction Sign",account.bank.statement.line,310,integer,,No,Yes,No
18856,disc_amount,"Disc Amount",account.bank.statement.line,310,float,,No,Yes,No
25840,display_inactive_currency_warning,"Display Inactive Currency Warning",account.bank.statement.line,310,boolean,,No,Yes,No
5456,display_name,"Display Name",account.bank.statement.line,310,char,,No,Yes,No
17051,display_qr_code,"Display QR-code",account.bank.statement.line,310,boolean,,No,Yes,No
18537,draft_asset_exists,"Draft Asset Exists",account.bank.statement.line,310,boolean,,No,Yes,No
28378,duplicated_ref_ids,"Duplicated Ref",account.bank.statement.line,310,many2many,account.move,No,Yes,No
26648,edi_blocking_level,"Edi Blocking Level",account.bank.statement.line,310,selection,,No,Yes,No
17773,edi_document_ids,"Edi Document",account.bank.statement.line,310,one2many,account.edi.document,No,No,No
17775,edi_error_count,"Edi Error Count",account.bank.statement.line,310,integer,,No,Yes,No
26649,edi_error_message,"Edi Error Message",account.bank.statement.line,310,html,,No,Yes,No
26650,edi_show_abandon_cancel_button,"Edi Show Abandon Cancel Button",account.bank.statement.line,310,boolean,,No,Yes,No
17777,edi_show_cancel_button,"Edi Show Cancel Button",account.bank.statement.line,310,boolean,,No,Yes,No
52431,edi_show_force_cancel_button,"Edi Show Force Cancel Button",account.bank.statement.line,310,boolean,,No,Yes,No
17774,edi_state,"Electronic invoicing",account.bank.statement.line,310,selection,,No,Yes,No
17776,edi_web_services_to_process,"Edi Web Services To Process",account.bank.statement.line,310,text,,No,Yes,No
18855,email,"Email",account.bank.statement.line,310,char,,No,Yes,No
20156,expected_date,"Expected Payment Date",account.bank.statement.line,310,date,,No,No,No
29196,extract_attachment_id,"Extract Attachment",account.bank.statement.line,310,many2one,ir.attachment,No,Yes,No
29197,extract_can_show_banners,"Can show the ocr banners",account.bank.statement.line,310,boolean,,No,Yes,No
17795,extract_can_show_send_button,"Can show the ocr send button",account.bank.statement.line,310,boolean,,No,Yes,No
43704,extract_detected_layout,"Extract Detected Layout Id",account.bank.statement.line,310,integer,,No,Yes,No
17792,extract_document_uuid,"ID of the request to IAP-OCR",account.bank.statement.line,310,char,,No,Yes,No
17791,extract_error_message,"Error message",account.bank.statement.line,310,text,,No,Yes,No
43705,extract_partner_name,"Extract Detected Partner Name",account.bank.statement.line,310,char,,No,Yes,No
17789,extract_state,"Extract state",account.bank.statement.line,310,selection,,Yes,No,No
43700,extract_state_processed,"Extract State Processed",account.bank.statement.line,310,boolean,,No,Yes,No
43695,extract_status,"Extract status",account.bank.statement.line,310,char,,No,No,No
17793,extract_word_ids,"Extract Word",account.bank.statement.line,310,one2many,account.invoice_extract.words,No,No,No
17043,fiscal_position_id,"Fiscal Position",account.bank.statement.line,310,many2one,account.fiscal.position,No,No,No
16986,foreign_currency_id,"Foreign Currency",account.bank.statement.line,310,many2one,res.currency,No,No,Yes
25828,has_message,"Has Message",account.bank.statement.line,310,boolean,,No,Yes,No
17064,has_reconciled_entries,"Has Reconciled Entries",account.bank.statement.line,310,boolean,,No,Yes,No
28356,hide_post_button,"Hide Post Button",account.bank.statement.line,310,boolean,,No,Yes,No
17008,highest_name,"Highest Name",account.bank.statement.line,310,char,,No,Yes,No
5455,id,"ID",account.bank.statement.line,310,integer,,No,Yes,Yes
17068,inalterable_hash,"Inalterability Hash",account.bank.statement.line,310,char,,No,Yes,No
42090,incoterm_location,"Incoterm Location",account.bank.statement.line,310,char,,No,No,No
28340,internal_index,"Internal Reference",account.bank.statement.line,310,char,,No,Yes,Yes
19973,internal_note,"Internal Note",account.bank.statement.line,310,text,,No,No,No
17059,invoice_cash_rounding_id,"Cash Rounding Method",account.bank.statement.line,310,many2one,account.cash.rounding,No,No,No
17045,invoice_date,"Invoice/Bill Date",account.bank.statement.line,310,date,,No,No,No
17046,invoice_date_due,"Due Date",account.bank.statement.line,310,date,,No,No,No
17060,invoice_filter_type_domain,"Invoice Filter Type Domain",account.bank.statement.line,310,char,,No,Yes,No
17054,invoice_has_outstanding,"Invoice Has Outstanding",account.bank.statement.line,310,boolean,,No,Yes,No
17050,invoice_incoterm_id,"Incoterm",account.bank.statement.line,310,many2one,account.incoterms,No,No,No
17049,invoice_line_ids,"Invoice lines",account.bank.statement.line,310,one2many,account.move.line,No,No,No
17047,invoice_origin,"Origin",account.bank.statement.line,310,char,,No,Yes,No
17053,invoice_outstanding_credits_debits_widget,"Invoice Outstanding Credits Debits Widget",account.bank.statement.line,310,binary,,No,Yes,No
17058,invoice_partner_display_name,"Invoice Partner Display Name",account.bank.statement.line,310,char,,No,Yes,No
17048,invoice_payment_term_id,"Payment Terms",account.bank.statement.line,310,many2one,account.payment.term,No,No,No
17055,invoice_payments_widget,"Invoice Payments Widget",account.bank.statement.line,310,binary,,No,Yes,No
42094,invoice_pdf_report_file,"PDF File",account.bank.statement.line,310,binary,,No,No,No
42093,invoice_pdf_report_id,"PDF Attachment",account.bank.statement.line,310,many2one,ir.attachment,No,Yes,No
17057,invoice_source_email,"Source Email",account.bank.statement.line,310,char,,No,No,No
17044,invoice_user_id,"Salesperson",account.bank.statement.line,310,many2one,res.users,No,No,No
17056,invoice_vendor_bill_id,"Vendor Bill",account.bank.statement.line,310,many2one,account.move,No,No,No
42085,is_being_sent,"Is Being Sent",account.bank.statement.line,310,boolean,,No,Yes,No
43699,is_in_extractable_state,"Is In Extractable State",account.bank.statement.line,310,boolean,,No,Yes,No
17024,is_move_sent,"Is Move Sent",account.bank.statement.line,310,boolean,,No,Yes,No
20096,is_onhold,"Is Onhold",account.bank.statement.line,310,boolean,,No,Yes,No
16991,is_reconciled,"Is Reconciled",account.bank.statement.line,310,boolean,,No,Yes,Yes
18842,is_reject,"Is Reject",account.bank.statement.line,310,boolean,,No,No,No
28348,is_storno,"Is Storno",account.bank.statement.line,310,boolean,,No,No,No
18841,job_number,"Job Number",account.bank.statement.line,310,char,,No,No,No
5443,journal_id,"Journal",account.bank.statement.line,310,many2one,account.journal,Yes,No,No
20072,landed_costs_ids,"Landed Costs",account.bank.statement.line,310,one2many,stock.landed.cost,No,No,No
20073,landed_costs_visible,"Landed Costs Visible",account.bank.statement.line,310,boolean,,No,Yes,No
17021,line_ids,"Journal Items",account.bank.statement.line,310,one2many,account.move.line,No,No,No
28358,made_sequence_hole,"Made Sequence Hole",account.bank.statement.line,310,boolean,,No,Yes,No
18493,medium_id,"Medium",account.bank.statement.line,310,many2one,utm.medium,No,No,No
17081,message_attachment_count,"Attachment Count",account.bank.statement.line,310,integer,,No,Yes,No
17071,message_follower_ids,"Followers",account.bank.statement.line,310,one2many,mail.followers,No,No,No
17079,message_has_error,"Message Delivery error",account.bank.statement.line,310,boolean,,No,Yes,No
17080,message_has_error_counter,"Number of errors",account.bank.statement.line,310,integer,,No,Yes,No
17084,message_has_sms_error,"SMS Delivery error",account.bank.statement.line,310,boolean,,No,Yes,No
17074,message_ids,"Messages",account.bank.statement.line,310,one2many,mail.message,No,No,No
17070,message_is_follower,"Is Follower",account.bank.statement.line,310,boolean,,No,Yes,No
17082,message_main_attachment_id,"Main Attachment",account.bank.statement.line,310,many2one,ir.attachment,No,No,No
17077,message_needaction,"Action Needed",account.bank.statement.line,310,boolean,,No,Yes,No
17078,message_needaction_counter,"Number of Actions",account.bank.statement.line,310,integer,,No,Yes,No
17072,message_partner_ids,"Followers (Partners)",account.bank.statement.line,310,many2many,res.partner,No,No,No
