Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Relation_Field,Relation_Table,Column1,Column2,Primary_Data_Location,Stored
45040,rating_ids,"Ratings",one2many,404,account.asset,rating.rating,431,res_id,,,,"rating.rating.res_id",Yes
29738,related_purchase_value,"Related Purchase Value",monetary,404,account.asset,,,,,,,"Computed",No
7688,salvage_value,"Not Depreciable Value",monetary,404,account.asset,,,,,,,"account.asset.salvage_value",Yes
7672,state,"Status",selection,404,account.asset,,,,,,,"account.asset.state",Yes
29737,total_depreciable_value,"Total Depreciable Value",monetary,404,account.asset,,,,,,,"Computed",No
7668,total_depreciation_entries_count,"# Depreciation Entries",integer,404,account.asset,,,,,,,"Computed",No
7687,value_residual,"Depreciable Value",monetary,404,account.asset,,,,,,,"Computed",No
7664,website_message_ids,"Website Messages",one2many,404,account.asset,mail.message,152,res_id,,,,"mail.message.res_id",Yes
7711,write_date,"Last Updated on",datetime,404,account.asset,,,,,,,"account.asset.write_date",Yes
7710,write_uid,"Last Updated by",many2one,404,account.asset,res.users,90,,,,,"res.users.id",Yes
43405,account_ids,"Accounts",many2many,2020,account.auto.reconcile.wizard,account.account,292,,account_account_account_auto_reconcile_wizard_rel,account_auto_reconcile_wizard_id,account_account_id,"Junction: account_account_account_auto_reconcile_wizard_rel",Yes
43401,company_id,"Company",many2one,2020,account.auto.reconcile.wizard,res.company,87,,,,,"res.company.id",Yes
43411,create_date,"Created on",datetime,2020,account.auto.reconcile.wizard,,,,,,,"account.auto.reconcile.wizard.create_date",Yes
43410,create_uid,"Created by",many2one,2020,account.auto.reconcile.wizard,res.users,90,,,,,"res.users.id",Yes
43409,display_name,"Display Name",char,2020,account.auto.reconcile.wizard,,,,,,,"Computed",No
43403,from_date,"From",date,2020,account.auto.reconcile.wizard,,,,,,,"account.auto.reconcile.wizard.from_date",Yes
43408,id,"ID",integer,2020,account.auto.reconcile.wizard,,,,,,,"account.auto.reconcile.wizard.id",Yes
43402,line_ids,"Line",many2many,2020,account.auto.reconcile.wizard,account.move.line,312,,account_auto_reconcile_wizard_account_move_line_rel,account_auto_reconcile_wizard_id,account_move_line_id,"Junction: account_auto_reconcile_wizard_account_move_line_rel",Yes
43406,partner_ids,"Partners",many2many,2020,account.auto.reconcile.wizard,res.partner,78,,account_auto_reconcile_wizard_res_partner_rel,account_auto_reconcile_wizard_id,res_partner_id,"Junction: account_auto_reconcile_wizard_res_partner_rel",Yes
43407,search_mode,"Reconcile",selection,2020,account.auto.reconcile.wizard,,,,,,,"account.auto.reconcile.wizard.search_mode",Yes
43404,to_date,"To",date,2020,account.auto.reconcile.wizard,,,,,,,"account.auto.reconcile.wizard.to_date",Yes
43413,write_date,"Last Updated on",datetime,2020,account.auto.reconcile.wizard,,,,,,,"account.auto.reconcile.wizard.write_date",Yes
43412,write_uid,"Last Updated by",many2one,2020,account.auto.reconcile.wizard,res.users,90,,,,,"res.users.id",Yes
17175,account_type,"Account Type",selection,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.account_type",Yes
17165,action,"Action",selection,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.action",Yes
17171,company_currency_id,"Currency",many2one,1022,account.automatic.entry.wizard,res.currency,85,,,,,"res.currency.id",No
17170,company_id,"Company",many2one,1022,account.automatic.entry.wizard,res.company,87,,,,,"res.company.id",Yes
17183,create_date,"Created on",datetime,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.create_date",Yes
17182,create_uid,"Created by",many2one,1022,account.automatic.entry.wizard,res.users,90,,,,,"res.users.id",Yes
17169,date,"Date",date,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.date",Yes
17178,destination_account_id,"To",many2one,1022,account.automatic.entry.wizard,account.account,292,,,,,"account.account.id",Yes
17179,display_currency_helper,"Currency Conversion Helper",boolean,1022,account.automatic.entry.wizard,,,,,,,"Computed",No
17181,display_name,"Display Name",char,1022,account.automatic.entry.wizard,,,,,,,"Computed",No
17176,expense_accrual_account,"Expense Accrual Account",many2one,1022,account.automatic.entry.wizard,account.account,292,,,,,"account.account.id",No
17180,id,"ID",integer,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.id",Yes
17174,journal_id,"Journal",many2one,1022,account.automatic.entry.wizard,account.journal,296,,,,,"account.journal.id",No
28555,lock_date_message,"Lock Date Message",char,1022,account.automatic.entry.wizard,,,,,,,"Computed",No
17166,move_data,"Move Data",text,1022,account.automatic.entry.wizard,,,,,,,"Computed",No
17168,move_line_ids,"Move Line",many2many,1022,account.automatic.entry.wizard,account.move.line,312,,account_automatic_entry_wizard_account_move_line_rel,account_automatic_entry_wizard_id,account_move_line_id,"Junction: account_automatic_entry_wizard_account_move_line_rel",Yes
17172,percentage,"Percentage",float,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.percentage",Yes
17167,preview_move_data,"Preview Move Data",text,1022,account.automatic.entry.wizard,,,,,,,"Computed",No
17177,revenue_accrual_account,"Revenue Accrual Account",many2one,1022,account.automatic.entry.wizard,account.account,292,,,,,"account.account.id",No
17173,total_amount,"Total Amount",monetary,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.total_amount",Yes
17185,write_date,"Last Updated on",datetime,1022,account.automatic.entry.wizard,,,,,,,"account.automatic.entry.wizard.write_date",Yes
17184,write_uid,"Last Updated by",many2one,1022,account.automatic.entry.wizard,res.users,90,,,,,"res.users.id",Yes
44299,account_online_account_ids,"Account Online Account",one2many,2036,account.bank.selection,account.online.account,1164,,,,,"",No
44298,account_online_link_id,"Account Online Link",many2one,2036,account.bank.selection,account.online.link,1165,,,,,"account.online.link.id",Yes
44305,create_date,"Created on",datetime,2036,account.bank.selection,,,,,,,"account.bank.selection.create_date",Yes
44304,create_uid,"Created by",many2one,2036,account.bank.selection,res.users,90,,,,,"res.users.id",Yes
44303,display_name,"Display Name",char,2036,account.bank.selection,,,,,,,"Computed",No
44302,id,"ID",integer,2036,account.bank.selection,,,,,,,"account.bank.selection.id",Yes
44300,institution_name,"Name",char,2036,account.bank.selection,,,,,,,"Computed",No
44301,selected_account,"Selected Account",many2one,2036,account.bank.selection,account.online.account,1164,,,,,"account.online.account.id",Yes
44307,write_date,"Last Updated on",datetime,2036,account.bank.selection,,,,,,,"account.bank.selection.write_date",Yes
44306,write_uid,"Last Updated by",many2one,2036,account.bank.selection,res.users,90,,,,,"res.users.id",Yes
28328,attachment_ids,"Attachments",many2many,309,account.bank.statement,ir.attachment,27,,account_bank_statement_ir_attachment_rel,account_bank_statement_id,ir_attachment_id,"Junction: account_bank_statement_ir_attachment_rel",Yes
5417,balance_end,"Computed Balance",monetary,309,account.bank.statement,,,,,,,"account.bank.statement.balance_end",Yes
5409,balance_end_real,"Ending Balance",monetary,309,account.bank.statement,,,,,,,"account.bank.statement.balance_end_real",Yes
5408,balance_start,"Starting Balance",monetary,309,account.bank.statement,,,,,,,"account.bank.statement.balance_start",Yes
5415,company_id,"Company",many2one,309,account.bank.statement,res.company,87,,,,,"res.company.id",Yes
5430,create_date,"Created on",datetime,309,account.bank.statement,,,,,,,"account.bank.statement.create_date",Yes
5429,create_uid,"Created by",many2one,309,account.bank.statement,res.users,90,,,,,"res.users.id",Yes
5412,currency_id,"Currency",many2one,309,account.bank.statement,res.currency,85,,,,,"res.currency.id",No
5406,date,"Date",date,309,account.bank.statement,,,,,,,"account.bank.statement.date",Yes
5428,display_name,"Display Name",char,309,account.bank.statement,,,,,,,"Computed",No
28319,first_line_index,"First Line Index",char,309,account.bank.statement,account.bank.statement.line,310,,,,,"account.bank.statement.first_line_index",Yes
5427,id,"ID",integer,309,account.bank.statement,,,,,,,"account.bank.statement.id",Yes
28325,is_complete,"Is Complete",boolean,309,account.bank.statement,,,,,,,"account.bank.statement.is_complete",Yes
28326,is_valid,"Is Valid",boolean,309,account.bank.statement,,,,,,,"Computed",No
5413,journal_id,"Journal",many2one,309,account.bank.statement,account.journal,296,,,,,"account.journal.id",Yes
5419,line_ids,"Statement lines",one2many,309,account.bank.statement,account.bank.statement.line,310,statement_id,,,,"account.bank.statement.line.statement_id",Yes
5404,name,"Reference",char,309,account.bank.statement,,,,,,,"account.bank.statement.name",Yes
28327,problem_description,"Problem Description",text,309,account.bank.statement,,,,,,,"Computed",No
5405,reference,"External Reference",char,309,account.bank.statement,,,,,,,"account.bank.statement.reference",Yes
5432,write_date,"Last Updated on",datetime,309,account.bank.statement,,,,,,,"account.bank.statement.write_date",Yes
5431,write_uid,"Last Updated by",many2one,309,account.bank.statement,res.users,90,,,,,"res.users.id",Yes
17005,access_token,"Security Token",char,310,account.bank.statement.line,,,,,,,"Computed",No
17004,access_url,"Portal Access URL",char,310,account.bank.statement.line,,,,,,,"Computed",No
17006,access_warning,"Access warning",text,310,account.bank.statement.line,,,,,,,"Computed",No
5439,account_number,"Bank Account Number",char,310,account.bank.statement.line,,,,,,,"account.bank.statement.line.account_number",Yes
19116,active,"Active",boolean,310,account.bank.statement.line,,,,,,,"Computed",No
25827,activity_calendar_event_id,"Next Activity Calendar Event",many2one,310,account.bank.statement.line,calendar.event,184,,,,,"calendar.event.id",No
16999,activity_date_deadline,"Next Activity Deadline",date,310,account.bank.statement.line,,,,,,,"Computed",No
17002,activity_exception_decoration,"Activity Exception Decoration",selection,310,account.bank.statement.line,,,,,,,"Computed",No
17003,activity_exception_icon,"Icon",char,310,account.bank.statement.line,,,,,,,"Computed",No
16994,activity_ids,"Activities",one2many,310,account.bank.statement.line,mail.activity,154,,,,,"",No
16995,activity_state,"Activity State",selection,310,account.bank.statement.line,,,,,,,"Computed",No
17001,activity_summary,"Next Activity Summary",char,310,account.bank.statement.line,,,,,,,"Computed",No
16998,activity_type_icon,"Activity Type Icon",char,310,account.bank.statement.line,,,,,,,"Computed",No
16997,activity_type_id,"Next Activity Type",many2one,310,account.bank.statement.line,mail.activity.type,153,,,,,"mail.activity.type.id",No
16996,activity_user_id,"Responsible User",many2one,310,account.bank.statement.line,res.users,90,,,,,"res.users.id",No
25834,always_tax_exigible,"Always Tax Exigible",boolean,310,account.bank.statement.line,,,,,,,"Computed",No
5436,amount,"Amount",monetary,310,account.bank.statement.line,,,,,,,"account.bank.statement.line.amount",Yes
5451,amount_currency,"Amount in Currency",monetary,310,account.bank.statement.line,,,,,,,"account.bank.statement.line.amount_currency",Yes
26850,amount_paid,"Amount paid",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
16987,amount_residual,"Residual Amount",float,310,account.bank.statement.line,,,,,,,"account.bank.statement.line.amount_residual",Yes
17035,amount_residual_signed,"Amount Due Signed",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
17030,amount_tax,"Tax",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
17033,amount_tax_signed,"Tax Signed",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
17031,amount_total,"Total",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
25830,amount_total_in_currency_signed,"Total in Currency Signed",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
17034,amount_total_signed,"Total Signed",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
42074,amount_total_words,"Amount total in words",char,310,account.bank.statement.line,,,,,,,"Computed",No
17029,amount_untaxed,"Untaxed Amount",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
17032,amount_untaxed_signed,"Untaxed Amount Signed",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
18839,approval_ids,"Approval",one2many,310,account.bank.statement.line,account.move.approval,795,,,,,"",No
18530,asset_depreciated_value,"Cumulative Depreciation",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
29779,asset_depreciation_beginning_date,"Date of the beginning of the depreciation",date,310,account.bank.statement.line,,,,,,,"Computed",No
18527,asset_id,"Asset",many2one,310,account.bank.statement.line,account.asset,404,,,,,"account.asset.id",No
18535,asset_id_display_name,"Asset Id Display Name",char,310,account.bank.statement.line,,,,,,,"Computed",No
18533,asset_ids,"Assets",one2many,310,account.bank.statement.line,account.asset,404,,,,,"",No
29778,asset_number_days,"Number of days",integer,310,account.bank.statement.line,,,,,,,"Computed",No
18529,asset_remaining_value,"Depreciable Value",monetary,310,account.bank.statement.line,,,,,,,"Computed",No
18532,asset_value_change,"Asset Value Change",boolean,310,account.bank.statement.line,,,,,,,"Computed",No
17730,attachment_ids,"Attachments",one2many,310,account.bank.statement.line,ir.attachment,27,,,,,"",No
17982,authorized_transaction_ids,"Authorized Transactions",many2many,310,account.bank.statement.line,payment.transaction,366,,,,,"",No
17040,auto_post,"Auto-post",selection,310,account.bank.statement.line,,,,,,,"Computed",No
28355,auto_post_origin_id,"First recurring entry",many2one,310,account.bank.statement.line,account.move,311,,,,,"account.move.id",No
28354,auto_post_until,"Auto-post until",date,310,account.bank.statement.line,,,,,,,"Computed",No
17061,bank_partner_id,"Bank Partner",many2one,310,account.bank.statement.line,res.partner,78,,,,,"res.partner.id",No
18838,business_unit,"Business Unit",char,310,account.bank.statement.line,,,,,,,"Computed",No
